"card_id","card_name","card_type","card_color","mana_cost","rarity","price","set_name","image_url","thumbnail_url"
"38ce406d-8253-48f8-a146-8302518c5187","Barrowin of Clan Undurr","Legendary Creature — Dwarf Cleric","BW","{2}{W}{B}","uncommon",0.07,"Adventures in the Forgotten Realms","https://cards.scryfall.io/large/front/3/8/38ce406d-8253-48f8-a146-8302518c5187.jpg?1627712269","https://cards.scryfall.io/art_crop/front/3/8/38ce406d-8253-48f8-a146-8302518c5187.jpg?1627712269"
"3d367fee-514c-4995-95ad-a2a6b3c35270","Alesha's Vanguard","Creature — Orc Warrior","B","{3}{B}","common",0.03,"The List","https://cards.scryfall.io/large/front/3/d/3d367fee-514c-4995-95ad-a2a6b3c35270.jpg?1573508901","https://cards.scryfall.io/art_crop/front/3/d/3d367fee-514c-4995-95ad-a2a6b3c35270.jpg?1573508901"
"3e2160e9-14a0-4c75-b7b0-fb09051ddb32","Bloodcrazed Paladin","Creature — Vampire Knight","B","{1}{B}","rare",0.23,"Ixalan","https://cards.scryfall.io/large/front/3/e/3e2160e9-14a0-4c75-b7b0-fb09051ddb32.jpg?1562553984","https://cards.scryfall.io/art_crop/front/3/e/3e2160e9-14a0-4c75-b7b0-fb09051ddb32.jpg?1562553984"
"3ed0d87b-1ce8-452b-9558-fa1923407f16","Cataclysm","Sorcery","W","{2}{W}{W}","mythic",-1.0,"From the Vault: Annihilation","https://cards.scryfall.io/large/front/3/e/3ed0d87b-1ce8-452b-9558-fa1923407f16.jpg?1559618030","https://cards.scryfall.io/art_crop/front/3/e/3ed0d87b-1ce8-452b-9558-fa1923407f16.jpg?1559618030"
"401c4880-5598-44e6-a54b-6ea18e542a72","White Knight","Creature — Human Knight","W","{W}{W}","uncommon",0.14,"Magic 2010","https://cards.scryfall.io/large/front/4/0/401c4880-5598-44e6-a54b-6ea18e542a72.jpg?1561977700","https://cards.scryfall.io/art_crop/front/4/0/401c4880-5598-44e6-a54b-6ea18e542a72.jpg?1561977700"
"40b8bf3a-1cb5-4ce2-ac25-9410f17130de","Three Tree Mascot","Artifact Creature — Shapeshifter","Colorless","{2}","common",0.08,"Foundations","https://cards.scryfall.io/large/front/4/0/40b8bf3a-1cb5-4ce2-ac25-9410f17130de.jpg?1730491179","https://cards.scryfall.io/art_crop/front/4/0/40b8bf3a-1cb5-4ce2-ac25-9410f17130de.jpg?1730491179"
"41c2a75f-29bc-4ffd-a2db-d13f1d020a04","On Serra's Wings","Legendary Enchantment — Aura","W","{3}{W}","uncommon",0.13,"The List","https://cards.scryfall.io/large/front/4/1/41c2a75f-29bc-4ffd-a2db-d13f1d020a04.jpg?1723435715","https://cards.scryfall.io/art_crop/front/4/1/41c2a75f-29bc-4ffd-a2db-d13f1d020a04.jpg?1723435715"
"423f13ba-e165-4add-9935-d88503e1e761","A-Armory Veteran","Creature — Orc Warrior","R","{1}{R}","common",-1.0,"Adventures in the Forgotten Realms","https://cards.scryfall.io/large/front/4/2/423f13ba-e165-4add-9935-d88503e1e761.jpg?1681158270","https://cards.scryfall.io/art_crop/front/4/2/423f13ba-e165-4add-9935-d88503e1e761.jpg?1681158270"
"42aacf99-39d1-4299-8557-6cc10ce9e35f","Merfolk Pupil","Creature — Merfolk Wizard","U","{1}{U}","common",0.08,"Jumpstart 2022","https://cards.scryfall.io/large/front/4/2/42aacf99-39d1-4299-8557-6cc10ce9e35f.jpg?1675644479","https://cards.scryfall.io/art_crop/front/4/2/42aacf99-39d1-4299-8557-6cc10ce9e35f.jpg?1675644479"
"44a21b89-f540-4932-bb3d-c5c8d7abdda7","Blazing Archon","Creature — Archon","W","{6}{W}{W}{W}","rare",-1.0,"Ravnica Remastered","https://cards.scryfall.io/large/front/4/4/44a21b89-f540-4932-bb3d-c5c8d7abdda7.jpg?1705528067","https://cards.scryfall.io/art_crop/front/4/4/44a21b89-f540-4932-bb3d-c5c8d7abdda7.jpg?1705528067"
"45340647-4d3e-4be1-b0e6-e40cc56a438b","Felidar Retreat","Enchantment","W","{3}{W}","rare",3.11,"Zendikar Rising","https://cards.scryfall.io/large/front/4/5/45340647-4d3e-4be1-b0e6-e40cc56a438b.jpg?1604195832","https://cards.scryfall.io/art_crop/front/4/5/45340647-4d3e-4be1-b0e6-e40cc56a438b.jpg?1604195832"
"4624fff2-e78f-4c13-a444-7e50586cb0b3","Oxidda Golem","Artifact Creature — Golem","Colorless","{6}","common",0.15,"Darksteel","https://cards.scryfall.io/large/front/4/6/4624fff2-e78f-4c13-a444-7e50586cb0b3.jpg?1562636607","https://cards.scryfall.io/art_crop/front/4/6/4624fff2-e78f-4c13-a444-7e50586cb0b3.jpg?1562636607"
"469d96bc-331b-42a8-9938-93ecece2fb5f","Fury","Creature — Elemental Incarnation","R","{3}{R}{R}","mythic",3.72,"Special Guests","https://cards.scryfall.io/large/front/4/6/469d96bc-331b-42a8-9938-93ecece2fb5f.jpg?1729618861","https://cards.scryfall.io/art_crop/front/4/6/469d96bc-331b-42a8-9938-93ecece2fb5f.jpg?1729618861"
"47287f15-c480-4c93-8f04-10f57a089c2e","Dazzling Sphinx","Creature — Sphinx","U","{3}{U}{U}","rare",0.19,"Commander 2021","https://cards.scryfall.io/large/front/4/7/47287f15-c480-4c93-8f04-10f57a089c2e.jpg?1625191231","https://cards.scryfall.io/art_crop/front/4/7/47287f15-c480-4c93-8f04-10f57a089c2e.jpg?1625191231"
"47f82d84-03ad-42dd-80ce-f0ac5e353e46","Acrobatic Leap","Instant","W","{W}","common",0.03,"The Lost Caverns of Ixalan","https://cards.scryfall.io/large/front/4/7/47f82d84-03ad-42dd-80ce-f0ac5e353e46.jpg?1699043064","https://cards.scryfall.io/art_crop/front/4/7/47f82d84-03ad-42dd-80ce-f0ac5e353e46.jpg?1699043064"
"4cc198d8-1f27-482d-8f5d-21e02c59797a","Obzedat, Ghost Council","Legendary Creature — Spirit Advisor","BW","{1}{W}{W}{B}{B}","mythic",0.91,"Gatecrash","https://cards.scryfall.io/large/front/4/c/4cc198d8-1f27-482d-8f5d-21e02c59797a.jpg?1561826057","https://cards.scryfall.io/art_crop/front/4/c/4cc198d8-1f27-482d-8f5d-21e02c59797a.jpg?1561826057"
"4d51a22e-74fc-442e-945a-56d02ca12713","Sengir, the Dark Baron","Legendary Creature — Vampire Noble","B","{4}{B}{B}","rare",0.22,"Commander Legends","https://cards.scryfall.io/large/front/4/d/4d51a22e-74fc-442e-945a-56d02ca12713.jpg?1608909947","https://cards.scryfall.io/art_crop/front/4/d/4d51a22e-74fc-442e-945a-56d02ca12713.jpg?1608909947"
"4f635b35-48c8-43e8-9d74-c01d3c0c74e1","Loam Dweller","Creature — Spirit","G","{1}{G}","uncommon",0.23,"Betrayers of Kamigawa","https://cards.scryfall.io/large/front/4/f/4f635b35-48c8-43e8-9d74-c01d3c0c74e1.jpg?1562876957","https://cards.scryfall.io/art_crop/front/4/f/4f635b35-48c8-43e8-9d74-c01d3c0c74e1.jpg?1562876957"
"4fe22cd8-31e6-491b-bce2-db257668eb92","Aminatou, the Fateshifter","Legendary Planeswalker — Aminatou","BUW","{W}{U}{B}","mythic",11.71,"Secret Lair Drop","https://cards.scryfall.io/large/front/4/f/4fe22cd8-31e6-491b-bce2-db257668eb92.jpg?1699171154","https://cards.scryfall.io/art_crop/front/4/f/4fe22cd8-31e6-491b-bce2-db257668eb92.jpg?1699171154"
"51c523cd-78b0-438f-bba5-19160f648d5f","Tetsuo, Imperial Champion","Legendary Creature — Human Samurai","BRU","{U}{B}{R}","mythic",0.42,"Dominaria United Commander","https://cards.scryfall.io/large/front/5/1/51c523cd-78b0-438f-bba5-19160f648d5f.jpg?1673305006","https://cards.scryfall.io/art_crop/front/5/1/51c523cd-78b0-438f-bba5-19160f648d5f.jpg?1673305006"
"5333de10-a6d4-47ff-ab57-4edb49535739","Seacoast Drake","Creature — Drake","U","{1}{U}","common",0.09,"Magic 2014","https://cards.scryfall.io/large/front/5/3/5333de10-a6d4-47ff-ab57-4edb49535739.jpg?1562829282","https://cards.scryfall.io/art_crop/front/5/3/5333de10-a6d4-47ff-ab57-4edb49535739.jpg?1562829282"
"546686cb-4cb1-4107-bbf5-0af943236ad2","Hunt the Weak","Sorcery","G","{3}{G}","common",0.03,"Magic 2015","https://cards.scryfall.io/large/front/5/4/546686cb-4cb1-4107-bbf5-0af943236ad2.jpg?1562787114","https://cards.scryfall.io/art_crop/front/5/4/546686cb-4cb1-4107-bbf5-0af943236ad2.jpg?1562787114"
"5621db3f-a9e7-4350-9c6a-0ba04a628947","Palinchron","Creature — Illusion","U","{5}{U}{U}","rare",33.43,"Urza's Legacy","https://cards.scryfall.io/large/front/5/6/5621db3f-a9e7-4350-9c6a-0ba04a628947.jpg?1562863255","https://cards.scryfall.io/art_crop/front/5/6/5621db3f-a9e7-4350-9c6a-0ba04a628947.jpg?1562863255"
"56c1111a-9680-4d34-8cf7-af16ae508a72","Salt Road Ambushers","Creature — Dog Warrior","G","{3}{G}","uncommon",0.12,"Dragons of Tarkir","https://cards.scryfall.io/large/front/5/6/56c1111a-9680-4d34-8cf7-af16ae508a72.jpg?1562786532","https://cards.scryfall.io/art_crop/front/5/6/56c1111a-9680-4d34-8cf7-af16ae508a72.jpg?1562786532"
"58095f6b-d937-4871-b3af-5c6a1d9c04b3","Valor","Creature — Incarnation","W","{3}{W}","uncommon",0.28,"Judgment","https://cards.scryfall.io/large/front/5/8/58095f6b-d937-4871-b3af-5c6a1d9c04b3.jpg?1562629959","https://cards.scryfall.io/art_crop/front/5/8/58095f6b-d937-4871-b3af-5c6a1d9c04b3.jpg?1562629959"
"59fdc845-7165-40f3-a082-21a502b3f0f6","Glarewielder","Creature — Elemental Shaman","R","{4}{R}","uncommon",0.14,"Lorwyn","https://cards.scryfall.io/large/front/5/9/59fdc845-7165-40f3-a082-21a502b3f0f6.jpg?1562349503","https://cards.scryfall.io/art_crop/front/5/9/59fdc845-7165-40f3-a082-21a502b3f0f6.jpg?1562349503"
"5ae88c06-f28c-4fbc-a28c-5eb203a04722","Flash Flood","Instant","U","{U}","common",0.32,"Legends","https://cards.scryfall.io/large/front/5/a/5ae88c06-f28c-4fbc-a28c-5eb203a04722.jpg?1562859177","https://cards.scryfall.io/art_crop/front/5/a/5ae88c06-f28c-4fbc-a28c-5eb203a04722.jpg?1562859177"
"5e94685e-e8a0-46a5-83cf-41ccebed62cc","Danitha, New Benalia's Light","Legendary Creature — Human Knight","GW","{1}{G}{W}","rare",1.45,"March of the Machine: The Aftermath","https://cards.scryfall.io/large/front/5/e/5e94685e-e8a0-46a5-83cf-41ccebed62cc.jpg?1684341918","https://cards.scryfall.io/art_crop/front/5/e/5e94685e-e8a0-46a5-83cf-41ccebed62cc.jpg?1684341918"
"601127f6-f962-4745-912c-e246705d36b8","The Hive","Artifact","Colorless","{5}","rare",7.96,"Fourth Edition Foreign Black Border","https://cards.scryfall.io/large/front/6/0/601127f6-f962-4745-912c-e246705d36b8.jpg?1557433263","https://cards.scryfall.io/art_crop/front/6/0/601127f6-f962-4745-912c-e246705d36b8.jpg?1557433263"
"63b2dcb1-8c3e-434c-865a-196d4d799706","Dominate","Instant","U","{X}{1}{U}{U}","uncommon",0.38,"Nemesis","https://cards.scryfall.io/large/front/6/3/63b2dcb1-8c3e-434c-865a-196d4d799706.jpg?1562630260","https://cards.scryfall.io/art_crop/front/6/3/63b2dcb1-8c3e-434c-865a-196d4d799706.jpg?1562630260"
"63d0f909-9906-4ff7-9b10-9d817f20d8a9","Riot Spikes","Enchantment — Aura","BR","{B/R}","common",0.08,"Dissension","https://cards.scryfall.io/large/front/6/3/63d0f909-9906-4ff7-9b10-9d817f20d8a9.jpg?1593273890","https://cards.scryfall.io/art_crop/front/6/3/63d0f909-9906-4ff7-9b10-9d817f20d8a9.jpg?1593273890"
"64244678-708f-412a-b9b5-9f47ca05769d","Yargle, Glutton of Urborg","Legendary Creature — Frog Spirit","B","{4}{B}","uncommon",-1.0,"Multiverse Legends","https://cards.scryfall.io/large/front/6/4/64244678-708f-412a-b9b5-9f47ca05769d.jpg?1682484869","https://cards.scryfall.io/art_crop/front/6/4/64244678-708f-412a-b9b5-9f47ca05769d.jpg?1682484869"
"65721bc1-87fa-45b9-8b45-ee77c1aab6ac","Tenured Oilcaster","Creature — Phyrexian Wizard","B","{3}{B}","common",0.04,"March of the Machine","https://cards.scryfall.io/large/front/6/5/65721bc1-87fa-45b9-8b45-ee77c1aab6ac.jpg?1682203989","https://cards.scryfall.io/art_crop/front/6/5/65721bc1-87fa-45b9-8b45-ee77c1aab6ac.jpg?1682203989"
"6669d96e-9a7b-4427-a477-f4e76831f593","Goblin Artisans","Creature — Goblin Artificer","R","{R}","uncommon",2.69,"Antiquities","https://cards.scryfall.io/large/front/6/6/6669d96e-9a7b-4427-a477-f4e76831f593.jpg?1562916423","https://cards.scryfall.io/art_crop/front/6/6/6669d96e-9a7b-4427-a477-f4e76831f593.jpg?1562916423"
"6955b7fb-cdef-4fcf-98ff-fb4e2a331e0f","Dragon Whelp","Creature — Dragon","R","{2}{R}{R}","uncommon",0.08,"The List","https://cards.scryfall.io/large/front/6/9/6955b7fb-cdef-4fcf-98ff-fb4e2a331e0f.jpg?1573511518","https://cards.scryfall.io/art_crop/front/6/9/6955b7fb-cdef-4fcf-98ff-fb4e2a331e0f.jpg?1573511518"
"6bdbba38-b4c9-4c14-b869-669b39390e4e","Ironroot Treefolk","Creature — Treefolk","G","{4}{G}","common",0.1,"Fifth Edition","https://cards.scryfall.io/large/front/6/b/6bdbba38-b4c9-4c14-b869-669b39390e4e.jpg?1562591365","https://cards.scryfall.io/art_crop/front/6/b/6bdbba38-b4c9-4c14-b869-669b39390e4e.jpg?1562591365"
"6e2f138d-a39d-4bff-b334-9f556311881b","Fiery Gambit","Sorcery","R","{2}{R}","rare",-1.0,"The List","https://cards.scryfall.io/large/front/6/e/6e2f138d-a39d-4bff-b334-9f556311881b.jpg?1708928306","https://cards.scryfall.io/art_crop/front/6/e/6e2f138d-a39d-4bff-b334-9f556311881b.jpg?1708928306"
"6e8e2064-cc16-41a0-a833-9a5afae6e7b0","Daggerclaw Imp","Creature — Imp","B","{2}{B}","uncommon",0.1,"Duel Decks Anthology: Divine vs. Demonic","https://cards.scryfall.io/large/front/6/e/6e8e2064-cc16-41a0-a833-9a5afae6e7b0.jpg?1561771506","https://cards.scryfall.io/art_crop/front/6/e/6e8e2064-cc16-41a0-a833-9a5afae6e7b0.jpg?1561771506"
"6ef6e8f9-d6e3-46e0-8e5e-2fe7a7c7efbe","Ellyn Harbreeze, Busybody","Legendary Creature — Human Peasant","W","{3}{W}","uncommon",-1.0,"Commander Legends: Battle for Baldur's Gate","https://cards.scryfall.io/large/front/6/e/6ef6e8f9-d6e3-46e0-8e5e-2fe7a7c7efbe.jpg?1681412312","https://cards.scryfall.io/art_crop/front/6/e/6ef6e8f9-d6e3-46e0-8e5e-2fe7a7c7efbe.jpg?1681412312"
"6efe9126-15ba-468e-a15a-7f9cbb779cf6","Bloodspore Thrinax","Creature — Lizard","G","{2}{G}{G}","rare",0.18,"Commander Masters","https://cards.scryfall.io/large/front/6/e/6efe9126-15ba-468e-a15a-7f9cbb779cf6.jpg?1689998379","https://cards.scryfall.io/art_crop/front/6/e/6efe9126-15ba-468e-a15a-7f9cbb779cf6.jpg?1689998379"
"709bcbca-7238-4c31-8d9e-ec0d54d0b298","Accursed Horde","Creature — Zombie","B","{3}{B}","uncommon",0.15,"Game Night 2019","https://cards.scryfall.io/large/front/7/0/709bcbca-7238-4c31-8d9e-ec0d54d0b298.jpg?1576267280","https://cards.scryfall.io/art_crop/front/7/0/709bcbca-7238-4c31-8d9e-ec0d54d0b298.jpg?1576267280"
"715af497-ea9d-440e-90eb-5da45a61c1ac","Varina, Lich Queen","Legendary Creature — Zombie Wizard","BUW","{1}{W}{U}{B}","mythic",-1.0,"Commander 2018","https://cards.scryfall.io/large/front/7/1/715af497-ea9d-440e-90eb-5da45a61c1ac.jpg?1592710309","https://cards.scryfall.io/art_crop/front/7/1/715af497-ea9d-440e-90eb-5da45a61c1ac.jpg?1592710309"
"72122836-a2f3-4001-9f08-93a7bf011ab1","Spell Snare","Instant","U","{U}","uncommon",6.23,"Battlebond","https://cards.scryfall.io/large/front/7/2/72122836-a2f3-4001-9f08-93a7bf011ab1.jpg?1562917785","https://cards.scryfall.io/art_crop/front/7/2/72122836-a2f3-4001-9f08-93a7bf011ab1.jpg?1562917785"
"73e4a2ce-96d3-4a76-afe6-ef85146f5e5c","Emrakul, the World Anew","Legendary Creature — Eldrazi","Colorless","{12}","mythic",-1.0,"Modern Horizons 3","https://cards.scryfall.io/large/front/7/3/73e4a2ce-96d3-4a76-afe6-ef85146f5e5c.jpg?1717015516","https://cards.scryfall.io/art_crop/front/7/3/73e4a2ce-96d3-4a76-afe6-ef85146f5e5c.jpg?1717015516"
